"","doc_id","text"
"1988","1988","sr deberia hospitales ayustedando colegas"
"1989","1989"," dedicando campana politica trabajo mies ministerio vago aparece estaran haciendo tele trabajando famosa manuelas sra rocio moreno aparecia menustedo tomandose fotos desaparecido farsa sr ministro sr granda dediquense trabajo velar salusted afiliados ecuatorianos dejen andar figureteando interesan fotos interesan soluciones efectivas rapidas"
"1990","1990","ministro salusted usted esoesta vocero entregando viveres imagen autoridad dediquese atender necesidades poblacion equipo salusted urgente delegue delegueeeeeee entrega viveres"
"1991","1991"," numero contagiados debio declarar emergenciaeso va salir control gobierno quiere tomar medidas doctorasticas bajar impacto va estallar cara dios primero tarde"
"1992","1992"," preocupense entregando viveres viles politicos campana electoral otroas instancias gobierno"
"1993","1993","ahhhhh milloncitos contratado publicidad mientras trabajadores salusted siguen equipos proteccion enfermos mueren pasillos"
"1994","1994"," repartiendo alimentos funcion menos dentro mision delministerio salud publica"
"1995","1995","porfavor ocultan numeros contagios pais napo provincia llevaba cero contagios salio luz ocultaban ciustedadania triste realidad gobierno"
"1996","1996","creo quemostrarse exponiendose laidea estustedie temapor nadie sabe ciencia cierta losinsumosnecesarios losmedicos"
"1997","1997","devuelve iva lenin"
"1998","1998","deberian hospitales viendo gente clama atencion puertas gestionando traer insumos medicos pasa senores"
"1999","1999","bonitas fotos propagandas politicas"
"2000","2000"," paseando mandil puesto"
"2001","2001"," parece campanas politicas"
"2002","2002"," pone personal capacitado cargo amigos"
"2003","2003"," necesidad salir mandil senor ministro"
"2004","2004","granda seguro robar alla pura politica senores buscan igual otto"
"2005","2005"," fotos distancia minima metros"
"2006","2006","entregando viveres q campana electoral"
"2007","2007"," renuncia enano horas"
"2008","2008"," preguntoquehace ahi paul granada deberia haciendo otroas cosas"
"2009","2009"," chiste senores requiere atencion medica digna ustedes parecen andan campana politica salustedando sonriendo si humanos favor"
"2010","2010"," quieren distraer atencion olvidemos mascarillas insumos medicos precios sr granda poquito decencia poquito moral"
"2011","2011","sentimientos impotencia indignacion coraje mienten pueblo pueblo muere tanta indolenciase salio manos quieren reconocerloacaso quieren sacar tajadas evidentemente hecho ahora mientan ocultar informacion muertes pruebas hacernos creer cosa mejorando llevara caospor favor responsables"
"2012","2012","sr deberia hospitales ayustedando colegas"
"2013","2013"," dedicando campana politica trabajo mies ministerio vago aparece estaran haciendo tele trabajando famosa manuelas sra rocio moreno aparecia menustedo tomandose fotos desaparecido farsa sr ministro sr granda dediquense trabajo velar salusted afiliados ecuatorianos dejen andar figureteando interesan fotos interesan soluciones efectivas rapidas"
"2014","2014","ministro salusted usted esoesta vocero entregando viveres imagen autoridad dediquese atender necesidades poblacion equipo salusted urgente delegue delegueeeeeee entrega viveres"
"2015","2015"," numero contagiados debio declarar emergenciaeso va salir control gobierno quiere tomar medidas doctorasticas bajar impacto va estallar cara dios primero tarde"
"2016","2016"," preocupense entregando viveres viles politicos campana electoral otroas instancias gobierno"
"2017","2017","ahhhhh milloncitos contratado publicidad mientras trabajadores salusted siguen equipos proteccion enfermos mueren pasillos"
"2018","2018"," repartiendo alimentos funcion menos dentro mision delministerio salud publica"
"2019","2019","porfavor ocultan numeros contagios pais napo provincia llevaba cero contagios salio luz ocultaban ciustedadania triste realidad gobierno"
"2020","2020","creo quemostrarse exponiendose laidea estustedie temapor nadie sabe ciencia cierta losinsumosnecesarios losmedicos"
"2021","2021","devuelve iva lenin"
"2022","2022","deberian hospitales viendo gente clama atencion puertas gestionando traer insumos medicos pasa senores"
"2023","2023","bonitas fotos propagandas politicas"
"2024","2024"," paseando mandil puesto"
"2025","2025"," parece campanas politicas"
"2026","2026"," pone personal capacitado cargo amigos"
"2027","2027"," necesidad salir mandil senor ministro"
"2028","2028","granda seguro robar alla pura politica senores buscan igual otto"
"2029","2029"," fotos distancia minima metros"
"2030","2030","entregando viveres q campana electoral"
"2031","2031"," renuncia enano horas"
"2032","2032"," preguntoquehace ahi paul granada deberia haciendo otroas cosas"
"2033","2033"," chiste senores requiere atencion medica digna ustedes parecen andan campana politica salustedando sonriendo si humanos favor"
"2034","2034"," quieren distraer atencion olvidemos mascarillas insumos medicos precios sr granda poquito decencia poquito moral"
"2035","2035","sentimientos impotencia indignacion coraje mienten pueblo pueblo muere tanta indolenciase salio manos quieren reconocerloacaso quieren sacar tajadas evidentemente hecho ahora mientan ocultar informacion muertes pruebas hacernos creer cosa mejorando llevara caospor favor responsables"
"2036","2036","sr deberia hospitales ayustedando colegas"
"2037","2037"," dedicando campana politica trabajo mies ministerio vago aparece estaran haciendo tele trabajando famosa manuelas sra rocio moreno aparecia menustedo tomandose fotos desaparecido farsa sr ministro sr granda dediquense trabajo velar salusted afiliados ecuatorianos dejen andar figureteando interesan fotos interesan soluciones efectivas rapidas"
"2038","2038","ministro salusted usted esoesta vocero entregando viveres imagen autoridad dediquese atender necesidades poblacion equipo salusted urgente delegue delegueeeeeee entrega viveres"
"2039","2039"," numero contagiados debio declarar emergenciaeso va salir control gobierno quiere tomar medidas doctorasticas bajar impacto va estallar cara dios primero tarde"
"2040","2040"," preocupense entregando viveres viles politicos campana electoral otroas instancias gobierno"
"2041","2041","ahhhhh milloncitos contratado publicidad mientras trabajadores salusted siguen equipos proteccion enfermos mueren pasillos"
"2042","2042"," repartiendo alimentos funcion menos dentro mision delministerio salud publica"
"2043","2043","porfavor ocultan numeros contagios pais napo provincia llevaba cero contagios salio luz ocultaban ciustedadania triste realidad gobierno"
"2044","2044","creo quemostrarse exponiendose laidea estustedie temapor nadie sabe ciencia cierta losinsumosnecesarios losmedicos"
"2045","2045","devuelve iva lenin"
"2046","2046","deberian hospitales viendo gente clama atencion puertas gestionando traer insumos medicos pasa senores"
"2047","2047","bonitas fotos propagandas politicas"
"2048","2048"," paseando mandil puesto"
"2049","2049"," parece campanas politicas"
"2050","2050"," pone personal capacitado cargo amigos"
"2051","2051"," necesidad salir mandil senor ministro"
"2052","2052","granda seguro robar alla pura politica senores buscan igual otto"
"2053","2053"," fotos distancia minima metros"
"2054","2054","entregando viveres q campana electoral"
"2055","2055"," renuncia enano horas"
"2056","2056"," preguntoquehace ahi paul granada deberia haciendo otroas cosas"
"2057","2057"," chiste senores requiere atencion medica digna ustedes parecen andan campana politica salustedando sonriendo si humanos favor"
"2058","2058"," quieren distraer atencion olvidemos mascarillas insumos medicos precios sr granda poquito decencia poquito moral"
"2059","2059","sentimientos impotencia indignacion coraje mienten pueblo pueblo muere tanta indolenciase salio manos quieren reconocerloacaso quieren sacar tajadas evidentemente hecho ahora mientan ocultar informacion muertes pruebas hacernos creer cosa mejorando llevara caospor favor responsables"
"2060","2060","sr deberia hospitales ayustedando colegas"
"2061","2061"," dedicando campana politica trabajo mies ministerio vago aparece estaran haciendo tele trabajando famosa manuelas sra rocio moreno aparecia menustedo tomandose fotos desaparecido farsa sr ministro sr granda dediquense trabajo velar salusted afiliados ecuatorianos dejen andar figureteando interesan fotos interesan soluciones efectivas rapidas"
"2062","2062","ministro salusted usted esoesta vocero entregando viveres imagen autoridad dediquese atender necesidades poblacion equipo salusted urgente delegue delegueeeeeee entrega viveres"
"2063","2063"," numero contagiados debio declarar emergenciaeso va salir control gobierno quiere tomar medidas doctorasticas bajar impacto va estallar cara dios primero tarde"
"2064","2064"," preocupense entregando viveres viles politicos campana electoral otroas instancias gobierno"
"2065","2065","ahhhhh milloncitos contratado publicidad mientras trabajadores salusted siguen equipos proteccion enfermos mueren pasillos"
"2066","2066"," repartiendo alimentos funcion menos dentro mision delministerio salud publica"
"2067","2067","porfavor ocultan numeros contagios pais napo provincia llevaba cero contagios salio luz ocultaban ciustedadania triste realidad gobierno"
"2068","2068","creo quemostrarse exponiendose laidea estustedie temapor nadie sabe ciencia cierta losinsumosnecesarios losmedicos"
"2069","2069","devuelve iva lenin"
"2070","2070","deberian hospitales viendo gente clama atencion puertas gestionando traer insumos medicos pasa senores"
"2071","2071","bonitas fotos propagandas politicas"
"2072","2072"," paseando mandil puesto"
"2073","2073"," parece campanas politicas"
"2074","2074"," pone personal capacitado cargo amigos"
"2075","2075"," necesidad salir mandil senor ministro"
"2076","2076","granda seguro robar alla pura politica senores buscan igual otto"
"2077","2077"," fotos distancia minima metros"
"2078","2078","entregando viveres q campana electoral"
"2079","2079"," renuncia enano horas"
"2080","2080"," preguntoquehace ahi paul granada deberia haciendo otroas cosas"
"2081","2081"," datos realidad oh casualidad justo ayer hoy aumento menos contagiados positivos mentira senores nunca dar cifra real resulta haciendo pruebas unico hacen valorar decirte si sintomas ud coronavirus quedese casa tome compre receta medicamentos dan entonces osan decir cantidad contagios cientos personas realizado prueba diagnostico oficial"
"2082","2082","escribo italia italiana esposo ecuatoriano ahora atrapado alli incluso si crees datos dicen verdaderos razon quedarte casa infecciones reducen mitad gracias leyes sentido comun personas dicen mismo diciendo ahora despues semanas comenzamos cambio esperamos continue "
"2083","2083"," cementerio suburbio entierre muertos misma familia haciendo huecos"
"2084","2084"," gente inconsciente respeta quiere salir vehiculo gente pobre porqueellos carros viendo nuevoquelos ricos andan queriendo seguir incrementando ganancias abriendo locales negocios"
"2085","2085"," datos sospechas deberian darse yaquese deberia pronto pruebas seguir descargando positivos negativos tenerlos sospechas muriendo gentequedespues presenta sintomas tarde realizar algun tratamiento"
"2086","2086"," pena tipo autoridades cargos altos menor idea pasando salgan comentarios lugar ves peor tratando personas animales hora tomen cartas asunto pongan gente preparada vale pena"
"2087","2087"," balance estadistico falso balances betty"
"2088","2088","deberian consideran seguir cuarentena tiempocaso contrario empezar va nuevo fuerza ademas cerrar entradas salidas pues escapan controles ingresan cerrar provincias afectadas cuidar resto provincias buen dia"
"2089","2089"," llevamos casi casos confirmados estadisticas siguen subiendo estadisticamente hablando ningenieroun sentido senores creen enganan idiotas"
"2090","2090","peru recuperados contagiados dias nadie recupera"
"2091","2091"," falsos verdad si vas hospital dices fiebre algun sintoma enseguida ingenieroresan nadie atiende mueres pena jueguen vida gente encima hacen ningenierouna prueba"
"2092","2092","si esforzaran registrar bien dieran cifras reales poblacion asustada tal vez cuiden "
"2093","2093","espero manana repunten casos hoy gente quito salio forma inconsciente pustedieran hacerlo tomar cuanta restricciones levantado "
"2094","2094"," favor especidiquen bien cuadoctoro nuesvos casos san lorenzo provincia esmeraldas enteramos otroas personas existen casos existente canto medios sale total esmeraldas san lorenzo canto deberia reflejar caustedoctoro nuevos casos covid"
"2095","2095"," verguenza den datos exactos ocultando informacion dan cuenta vidas humanas poniendo juego"
"2096","2096","ojala contagie desposar viusteda italiana razon grandedesu devastadora cifra longevidaddesus habitantesquesu numero mayorqueamerica latina"
"2097","2097"," sacrifiquen vidas adquieran pruebas rapidas sacrifiquen economia vidas urgente"
"2098","2098"," muestras restantes positivas negativas sabe pendiente resultados"
"2099","2099"," cuarentena toque queda siguen casos"
"2100","2100"," jipijapa muertes aningenierouno an hecho prueba coronavirus sale contagiado mmmm"
"2101","2101","yqueestan esperando anunciar toque queda horas"
"2102","2102","quito dia hoy parara nunca"
"2103","2103"," suburbio muertos afuera adentroquellevan diasde casas losquemueren hospitales afuera adentro digan vrdd q gente tome conciencia quede casa gente terca bo oculten nadaaaa virus llego punto contagio paciente aninados qur hicieron megafiesta quedarxe casa mejor opcion"
"2104","2104","ecuador presenta cerca casos pese densidad poblacional menor brazil chile unicamente personas fallecidas recuperados ecuador personas fallecidas unicamente recuperados ineptitusted respondan menos verdad pueden eficientes"
"2105","2105","cifras falsas existencia dios jajajajajajjajaja"
"2106","2106"," datos realidad oh casualidad justo ayer hoy aumento menos contagiados positivos mentira senores nunca dar cifra real resulta haciendo pruebas unico hacen valorar decirte si sintomas ud coronavirus quedese casa tome compre receta medicamentos dan entonces osan decir cantidad contagios cientos personas realizado prueba diagnostico oficial"
"2107","2107","escribo italia italiana esposo ecuatoriano ahora atrapado alli incluso si crees datos dicen verdaderos razon quedarte casa infecciones reducen mitad gracias leyes sentido comun personas dicen mismo diciendo ahora despues semanas comenzamos cambio esperamos continue "
"2108","2108"," cementerio suburbio entierre muertos misma familia haciendo huecos"
"2109","2109"," gente inconsciente respeta quiere salir vehiculo gente pobre porqueellos carros viendo nuevoquelos ricos andan queriendo seguir incrementando ganancias abriendo locales negocios"
"2110","2110"," datos sospechas deberian darse yaquese deberia pronto pruebas seguir descargando positivos negativos tenerlos sospechas muriendo gentequedespues presenta sintomas tarde realizar algun tratamiento"
"2111","2111"," pena tipo autoridades cargos altos menor idea pasando salgan comentarios lugar ves peor tratando personas animales hora tomen cartas asunto pongan gente preparada vale pena"
"2112","2112"," balance estadistico falso balances betty"
"2113","2113","deberian consideran seguir cuarentena tiempocaso contrario empezar va nuevo fuerza ademas cerrar entradas salidas pues escapan controles ingresan cerrar provincias afectadas cuidar resto provincias buen dia"
"2114","2114"," llevamos casi casos confirmados estadisticas siguen subiendo estadisticamente hablando ningenieroun sentido senores creen enganan idiotas"
"2115","2115","peru recuperados contagiados dias nadie recupera"
"2116","2116"," falsos verdad si vas hospital dices fiebre algun sintoma enseguida ingenieroresan nadie atiende mueres pena jueguen vida gente encima hacen ningenierouna prueba"
"2117","2117","si esforzaran registrar bien dieran cifras reales poblacion asustada tal vez cuiden "
"2118","2118","espero manana repunten casos hoy gente quito salio forma inconsciente pustedieran hacerlo tomar cuanta restricciones levantado "
"2119","2119"," favor especidiquen bien cuadoctoro nuesvos casos san lorenzo provincia esmeraldas enteramos otroas personas existen casos existente canto medios sale total esmeraldas san lorenzo canto deberia reflejar caustedoctoro nuevos casos covid"
"2120","2120"," verguenza den datos exactos ocultando informacion dan cuenta vidas humanas poniendo juego"
"2121","2121","ojala contagie desposar viusteda italiana razon grandedesu devastadora cifra longevidaddesus habitantesquesu numero mayorqueamerica latina"
"2122","2122"," sacrifiquen vidas adquieran pruebas rapidas sacrifiquen economia vidas urgente"
"2123","2123"," muestras restantes positivas negativas sabe pendiente resultados"
"2124","2124"," cuarentena toque queda siguen casos"
"2125","2125"," jipijapa muertes aningenierouno an hecho prueba coronavirus sale contagiado mmmm"
"2126","2126","yqueestan esperando anunciar toque queda horas"
"2127","2127","quito dia hoy parara nunca"
"2128","2128"," suburbio muertos afuera adentroquellevan diasde casas losquemueren hospitales afuera adentro digan vrdd q gente tome conciencia quede casa gente terca bo oculten nadaaaa virus llego punto contagio paciente aninados qur hicieron megafiesta quedarxe casa mejor opcion"
"2129","2129","ecuador presenta cerca casos pese densidad poblacional menor brazil chile unicamente personas fallecidas recuperados ecuador personas fallecidas unicamente recuperados ineptitusted respondan menos verdad pueden eficientes"
"2130","2130","cifras falsas existencia dios jajajajajajjajaja"
"2131","2131"," datos realidad oh casualidad justo ayer hoy aumento menos contagiados positivos mentira senores nunca dar cifra real resulta haciendo pruebas unico hacen valorar decirte si sintomas ud coronavirus quedese casa tome compre receta medicamentos dan entonces osan decir cantidad contagios cientos personas realizado prueba diagnostico oficial"
"2132","2132","escribo italia italiana esposo ecuatoriano ahora atrapado alli incluso si crees datos dicen verdaderos razon quedarte casa infecciones reducen mitad gracias leyes sentido comun personas dicen mismo diciendo ahora despues semanas comenzamos cambio esperamos continue "
"2133","2133"," cementerio suburbio entierre muertos misma familia haciendo huecos"
"2134","2134"," gente inconsciente respeta quiere salir vehiculo gente pobre porqueellos carros viendo nuevoquelos ricos andan queriendo seguir incrementando ganancias abriendo locales negocios"
"2135","2135"," datos sospechas deberian darse yaquese deberia pronto pruebas seguir descargando positivos negativos tenerlos sospechas muriendo gentequedespues presenta sintomas tarde realizar algun tratamiento"
"2136","2136"," pena tipo autoridades cargos altos menor idea pasando salgan comentarios lugar ves peor tratando personas animales hora tomen cartas asunto pongan gente preparada vale pena"
"2137","2137"," balance estadistico falso balances betty"
"2138","2138","deberian consideran seguir cuarentena tiempocaso contrario empezar va nuevo fuerza ademas cerrar entradas salidas pues escapan controles ingresan cerrar provincias afectadas cuidar resto provincias buen dia"
"2139","2139"," llevamos casi casos confirmados estadisticas siguen subiendo estadisticamente hablando ningenieroun sentido senores creen enganan idiotas"
"2140","2140","peru recuperados contagiados dias nadie recupera"
"2141","2141"," falsos verdad si vas hospital dices fiebre algun sintoma enseguida ingenieroresan nadie atiende mueres pena jueguen vida gente encima hacen ningenierouna prueba"
"2142","2142","si esforzaran registrar bien dieran cifras reales poblacion asustada tal vez cuiden "
"2143","2143","espero manana repunten casos hoy gente quito salio forma inconsciente pustedieran hacerlo tomar cuanta restricciones levantado "
"2144","2144"," favor especidiquen bien cuadoctoro nuesvos casos san lorenzo provincia esmeraldas enteramos otroas personas existen casos existente canto medios sale total esmeraldas san lorenzo canto deberia reflejar caustedoctoro nuevos casos covid"
"2145","2145"," verguenza den datos exactos ocultando informacion dan cuenta vidas humanas poniendo juego"
"2146","2146","ojala contagie desposar viusteda italiana razon grandedesu devastadora cifra longevidaddesus habitantesquesu numero mayorqueamerica latina"
"2147","2147"," sacrifiquen vidas adquieran pruebas rapidas sacrifiquen economia vidas urgente"
"2148","2148"," muestras restantes positivas negativas sabe pendiente resultados"
"2149","2149"," cuarentena toque queda siguen casos"
"2150","2150"," jipijapa muertes aningenierouno an hecho prueba coronavirus sale contagiado mmmm"
"2151","2151","yqueestan esperando anunciar toque queda horas"
"2152","2152","quito dia hoy parara nunca"
"2153","2153"," suburbio muertos afuera adentroquellevan diasde casas losquemueren hospitales afuera adentro digan vrdd q gente tome conciencia quede casa gente terca bo oculten nadaaaa virus llego punto contagio paciente aninados qur hicieron megafiesta quedarxe casa mejor opcion"
"2154","2154","ecuador presenta cerca casos pese densidad poblacional menor brazil chile unicamente personas fallecidas recuperados ecuador personas fallecidas unicamente recuperados ineptitusted respondan menos verdad pueden eficientes"
"2155","2155","cifras falsas existencia dios jajajajajajjajaja"
"2156","2156"," datos realidad oh casualidad justo ayer hoy aumento menos contagiados positivos mentira senores nunca dar cifra real resulta haciendo pruebas unico hacen valorar decirte si sintomas ud coronavirus quedese casa tome compre receta medicamentos dan entonces osan decir cantidad contagios cientos personas realizado prueba diagnostico oficial"
"2157","2157","escribo italia italiana esposo ecuatoriano ahora atrapado alli incluso si crees datos dicen verdaderos razon quedarte casa infecciones reducen mitad gracias leyes sentido comun personas dicen mismo diciendo ahora despues semanas comenzamos cambio esperamos continue "
"2158","2158"," cementerio suburbio entierre muertos misma familia haciendo huecos"
"2159","2159"," gente inconsciente respeta quiere salir vehiculo gente pobre porqueellos carros viendo nuevoquelos ricos andan queriendo seguir incrementando ganancias abriendo locales negocios"
"2160","2160"," datos sospechas deberian darse yaquese deberia pronto pruebas seguir descargando positivos negativos tenerlos sospechas muriendo gentequedespues presenta sintomas tarde realizar algun tratamiento"
"2161","2161"," pena tipo autoridades cargos altos menor idea pasando salgan comentarios lugar ves peor tratando personas animales hora tomen cartas asunto pongan gente preparada vale pena"
"2162","2162"," balance estadistico falso balances betty"
"2163","2163","deberian consideran seguir cuarentena tiempocaso contrario empezar va nuevo fuerza ademas cerrar entradas salidas pues escapan controles ingresan cerrar provincias afectadas cuidar resto provincias buen dia"
"2164","2164"," llevamos casi casos confirmados estadisticas siguen subiendo estadisticamente hablando ningenieroun sentido senores creen enganan idiotas"
"2165","2165","peru recuperados contagiados dias nadie recupera"
"2166","2166"," falsos verdad si vas hospital dices fiebre algun sintoma enseguida ingenieroresan nadie atiende mueres pena jueguen vida gente encima hacen ningenierouna prueba"
"2167","2167","si esforzaran registrar bien dieran cifras reales poblacion asustada tal vez cuiden "
"2168","2168","espero manana repunten casos hoy gente quito salio forma inconsciente pustedieran hacerlo tomar cuanta restricciones levantado "
"2169","2169"," favor especidiquen bien cuadoctoro nuesvos casos san lorenzo provincia esmeraldas enteramos otroas personas existen casos existente canto medios sale total esmeraldas san lorenzo canto deberia reflejar caustedoctoro nuevos casos covid"
"2170","2170"," verguenza den datos exactos ocultando informacion dan cuenta vidas humanas poniendo juego"
"2171","2171","ojala contagie desposar viusteda italiana razon grandedesu devastadora cifra longevidaddesus habitantesquesu numero mayorqueamerica latina"
"2172","2172"," sacrifiquen vidas adquieran pruebas rapidas sacrifiquen economia vidas urgente"
"2173","2173"," muestras restantes positivas negativas sabe pendiente resultados"
"2174","2174"," cuarentena toque queda siguen casos"
"2175","2175"," jipijapa muertes aningenierouno an hecho prueba coronavirus sale contagiado mmmm"
"2176","2176","yqueestan esperando anunciar toque queda horas"
"2177","2177","quito dia hoy parara nunca"
"2178","2178"," suburbio muertos afuera adentroquellevan diasde casas losquemueren hospitales afuera adentro digan vrdd q gente tome conciencia quede casa gente terca bo oculten nadaaaa virus llego punto contagio paciente aninados qur hicieron megafiesta quedarxe casa mejor opcion"
"2179","2179","ecuador presenta cerca casos pese densidad poblacional menor brazil chile unicamente personas fallecidas recuperados ecuador personas fallecidas unicamente recuperados ineptitusted respondan menos verdad pueden eficientes"
"2180","2180","cifras falsas existencia dios jajajajajajjajaja"
"2181","2181"," datos realidad oh casualidad justo ayer hoy aumento menos contagiados positivos mentira senores nunca dar cifra real resulta haciendo pruebas unico hacen valorar decirte si sintomas ud coronavirus quedese casa tome compre receta medicamentos dan entonces osan decir cantidad contagios cientos personas realizado prueba diagnostico oficial"
"2182","2182","escribo italia italiana esposo ecuatoriano ahora atrapado alli incluso si crees datos dicen verdaderos razon quedarte casa infecciones reducen mitad gracias leyes sentido comun personas dicen mismo diciendo ahora despues semanas comenzamos cambio esperamos continue "
"2183","2183"," cementerio suburbio entierre muertos misma familia haciendo huecos"
"2184","2184"," gente inconsciente respeta quiere salir vehiculo gente pobre porqueellos carros viendo nuevoquelos ricos andan queriendo seguir incrementando ganancias abriendo locales negocios"
"2185","2185"," datos sospechas deberian darse yaquese deberia pronto pruebas seguir descargando positivos negativos tenerlos sospechas muriendo gentequedespues presenta sintomas tarde realizar algun tratamiento"
"2186","2186"," pena tipo autoridades cargos altos menor idea pasando salgan comentarios lugar ves peor tratando personas animales hora tomen cartas asunto pongan gente preparada vale pena"
"2187","2187"," balance estadistico falso balances betty"
"2188","2188","deberian consideran seguir cuarentena tiempocaso contrario empezar va nuevo fuerza ademas cerrar entradas salidas pues escapan controles ingresan cerrar provincias afectadas cuidar resto provincias buen dia"
"2189","2189"," llevamos casi casos confirmados estadisticas siguen subiendo estadisticamente hablando ningenieroun sentido senores creen enganan idiotas"
"2190","2190","peru recuperados contagiados dias nadie recupera"
"2191","2191"," falsos verdad si vas hospital dices fiebre algun sintoma enseguida ingenieroresan nadie atiende mueres pena jueguen vida gente encima hacen ningenierouna prueba"
"2192","2192","si esforzaran registrar bien dieran cifras reales poblacion asustada tal vez cuiden "
"2193","2193","espero manana repunten casos hoy gente quito salio forma inconsciente pustedieran hacerlo tomar cuanta restricciones levantado "
"2194","2194"," favor especidiquen bien cuadoctoro nuesvos casos san lorenzo provincia esmeraldas enteramos otroas personas existen casos existente canto medios sale total esmeraldas san lorenzo canto deberia reflejar caustedoctoro nuevos casos covid"
"2195","2195"," verguenza den datos exactos ocultando informacion dan cuenta vidas humanas poniendo juego"
"2196","2196","ojala contagie desposar viusteda italiana razon grandedesu devastadora cifra longevidaddesus habitantesquesu numero mayorqueamerica latina"
"2197","2197"," sacrifiquen vidas adquieran pruebas rapidas sacrifiquen economia vidas urgente"
"2198","2198"," muestras restantes positivas negativas sabe pendiente resultados"
"2199","2199"," cuarentena toque queda siguen casos"
"2200","2200"," jipijapa muertes aningenierouno an hecho prueba coronavirus sale contagiado mmmm"
"2201","2201","yqueestan esperando anunciar toque queda horas"
"2202","2202","quito dia hoy parara nunca"
"2203","2203"," suburbio muertos afuera adentroquellevan diasde casas losquemueren hospitales afuera adentro digan vrdd q gente tome conciencia quede casa gente terca bo oculten nadaaaa virus llego punto contagio paciente aninados qur hicieron megafiesta quedarxe casa mejor opcion"
"2204","2204","ecuador presenta cerca casos pese densidad poblacional menor brazil chile unicamente personas fallecidas recuperados ecuador personas fallecidas unicamente recuperados ineptitusted respondan menos verdad pueden eficientes"
"2205","2205","cifras falsas existencia dios jajajajajajjajaja"
"2206","2206"," datos realidad oh casualidad justo ayer hoy aumento menos contagiados positivos mentira senores nunca dar cifra real resulta haciendo pruebas unico hacen valorar decirte si sintomas ud coronavirus quedese casa tome compre receta medicamentos dan entonces osan decir cantidad contagios cientos personas realizado prueba diagnostico oficial"
"2207","2207","escribo italia italiana esposo ecuatoriano ahora atrapado alli incluso si crees datos dicen verdaderos razon quedarte casa infecciones reducen mitad gracias leyes sentido comun personas dicen mismo diciendo ahora despues semanas comenzamos cambio esperamos continue "
"2208","2208"," cementerio suburbio entierre muertos misma familia haciendo huecos"
"2209","2209"," gente inconsciente respeta quiere salir vehiculo gente pobre porqueellos carros viendo nuevoquelos ricos andan queriendo seguir incrementando ganancias abriendo locales negocios"
"2210","2210"," datos sospechas deberian darse yaquese deberia pronto pruebas seguir descargando positivos negativos tenerlos sospechas muriendo gentequedespues presenta sintomas tarde realizar algun tratamiento"
"2211","2211"," pena tipo autoridades cargos altos menor idea pasando salgan comentarios lugar ves peor tratando personas animales hora tomen cartas asunto pongan gente preparada vale pena"
"2212","2212"," balance estadistico falso balances betty"
"2213","2213","deberian consideran seguir cuarentena tiempocaso contrario empezar va nuevo fuerza ademas cerrar entradas salidas pues escapan controles ingresan cerrar provincias afectadas cuidar resto provincias buen dia"
"2214","2214"," llevamos casi casos confirmados estadisticas siguen subiendo estadisticamente hablando ningenieroun sentido senores creen enganan idiotas"
"2215","2215","peru recuperados contagiados dias nadie recupera"
"2216","2216"," falsos verdad si vas hospital dices fiebre algun sintoma enseguida ingenieroresan nadie atiende mueres pena jueguen vida gente encima hacen ningenierouna prueba"
"2217","2217","si esforzaran registrar bien dieran cifras reales poblacion asustada tal vez cuiden "
"2218","2218","espero manana repunten casos hoy gente quito salio forma inconsciente pustedieran hacerlo tomar cuanta restricciones levantado "
"2219","2219"," favor especidiquen bien cuadoctoro nuesvos casos san lorenzo provincia esmeraldas enteramos otroas personas existen casos existente canto medios sale total esmeraldas san lorenzo canto deberia reflejar caustedoctoro nuevos casos covid"
"2220","2220"," verguenza den datos exactos ocultando informacion dan cuenta vidas humanas poniendo juego"
"2221","2221","ojala contagie desposar viusteda italiana razon grandedesu devastadora cifra longevidaddesus habitantesquesu numero mayorqueamerica latina"
"2222","2222"," sacrifiquen vidas adquieran pruebas rapidas sacrifiquen economia vidas urgente"
"2223","2223"," muestras restantes positivas negativas sabe pendiente resultados"
"2224","2224"," cuarentena toque queda siguen casos"
"2225","2225"," jipijapa muertes aningenierouno an hecho prueba coronavirus sale contagiado mmmm"
"2226","2226","yqueestan esperando anunciar toque queda horas"
"2227","2227","quito dia hoy parara nunca"
"2228","2228"," suburbio muertos afuera adentroquellevan diasde casas losquemueren hospitales afuera adentro digan vrdd q gente tome conciencia quede casa gente terca bo oculten nadaaaa virus llego punto contagio paciente aninados qur hicieron megafiesta quedarxe casa mejor opcion"
"2229","2229","ecuador presenta cerca casos pese densidad poblacional menor brazil chile unicamente personas fallecidas recuperados ecuador personas fallecidas unicamente recuperados ineptitusted respondan menos verdad pueden eficientes"
"2230","2230","cifras falsas existencia dios jajajajajajjajaja"
"2231","2231"," datos realidad oh casualidad justo ayer hoy aumento menos contagiados positivos mentira senores nunca dar cifra real resulta haciendo pruebas unico hacen valorar decirte si sintomas ud coronavirus quedese casa tome compre receta medicamentos dan entonces osan decir cantidad contagios cientos personas realizado prueba diagnostico oficial"
"2232","2232","escribo italia italiana esposo ecuatoriano ahora atrapado alli incluso si crees datos dicen verdaderos razon quedarte casa infecciones reducen mitad gracias leyes sentido comun personas dicen mismo diciendo ahora despues semanas comenzamos cambio esperamos continue "
"2233","2233"," cementerio suburbio entierre muertos misma familia haciendo huecos"
"2234","2234"," gente inconsciente respeta quiere salir vehiculo gente pobre porqueellos carros viendo nuevoquelos ricos andan queriendo seguir incrementando ganancias abriendo locales negocios"
