"","text","emotion"
"774","tal vez informacion falsa unicos desinforman ustedes","Neutral"
"775","q misma proteger familia","Neutral"
"776","si muerto chino doctora atendiendole emergencia mentirosos decian hagan periodistas murieron colombia lentos","Neutral"
"777","ministerio salusted ecuador favor evitar tipo noticias deberian dar conocer resultados paciente chino decir dan motivos gente haga informaciones resto","Enfado"
"778","ministerio salusted misterio salud","Neutral"
"779"," entrevista ministra salusted hoy tv deja claro tarea ineptos verguenza miedo gente cargo delicado salusted","Neutral"
"780","si ustedes hicieran trabajo informaran oportunamente pasaria semana siguen haciendose tontos","Neutral"
"781"," resultado pa ","Neutral"
"782","queremos resultados pasaron h","Neutral"
"783","senores ministerio esperando muera ciustedadano chino decir recien si tenia coronavirus si infectado digan punto tomen precauciones evitar virus pais juego vida miles ecuatorianos","Neutral"
"784"," horas resultados laboratorio nadie confia elministerio salud publica ministros poer cuantico ","Neutral"
"785"," da verguenza ciustedadania confie grupos paginas cualquiera unas oficiales","Neutral"
"786"," quieren haiga falsa inforcuon si ustdes informa caules protocolo tomaron enviaron pruebas supuesto caso coranavirus tanta desiformacion parte minsiterio salusted","Neutral"
"787"," unico cierto ustedes dan pta informacion","Enfado"
"788"," empiezan campanas centro salusted tv prensa algun medio ruleta si virus existe puede pasar cualquier momento cualquier infectado esperan msp","Neutral"
"789"," alertar acaso ven seriedad tema digan si pais tomen precauciones digan va armar lio protestas concientes si avisan personas tendoctoran mucha precaucion nl caso mapa virtual situa coronavirus muestra pais casos ahora sospechosos quiere decir hablen sinceridad digan pasa encubran descuido medidas prevencion ","Neutral"
"790"," resultados virus falsos","Neutral"
"791"," ciustedadania cansada dijan verdad hostiga ustedes ridiculeces ponerse discutir pais pais razon","Neutral"
"792"," significa","Neutral"
"793"," fila laboratorio ido luz","Neutral"
"794","si falso entonces digan si virus llego reactivo resultado minutos digan paso","Neutral"
"795","entonces digan verdad coronavirus ecuador enganen digan verdad","Neutral"
"796","entonces digan verdad usted s dejense ridiculas excusas","Neutral"
"797"," ","Neutral"
"798"," decir vivo paciente coronavirus noticia creerles","Neutral"
"799","tal vez informacion falsa unicos desinforman ustedes","Neutral"
"800","q misma proteger familia","Neutral"
"801","si muerto chino doctora atendiendole emergencia mentirosos decian hagan periodistas murieron colombia lentos","Neutral"
"802","ministerio salusted ecuador favor evitar tipo noticias deberian dar conocer resultados paciente chino decir dan motivos gente haga informaciones resto","Enfado"
"803","ministerio salusted misterio salud","Neutral"
"804"," entrevista ministra salusted hoy tv deja claro tarea ineptos verguenza miedo gente cargo delicado salusted","Neutral"
"805","si ustedes hicieran trabajo informaran oportunamente pasaria semana siguen haciendose tontos","Neutral"
"806"," resultado pa ","Neutral"
"807","queremos resultados pasaron h","Neutral"
"808","senores ministerio esperando muera ciustedadano chino decir recien si tenia coronavirus si infectado digan punto tomen precauciones evitar virus pais juego vida miles ecuatorianos","Neutral"
"809"," horas resultados laboratorio nadie confia elministerio salud publica ministros poer cuantico ","Neutral"
"810"," da verguenza ciustedadania confie grupos paginas cualquiera unas oficiales","Neutral"
"811"," quieren haiga falsa inforcuon si ustdes informa caules protocolo tomaron enviaron pruebas supuesto caso coranavirus tanta desiformacion parte minsiterio salusted","Neutral"
"812"," unico cierto ustedes dan pta informacion","Enfado"
"813"," empiezan campanas centro salusted tv prensa algun medio ruleta si virus existe puede pasar cualquier momento cualquier infectado esperan msp","Neutral"
"814"," alertar acaso ven seriedad tema digan si pais tomen precauciones digan va armar lio protestas concientes si avisan personas tendoctoran mucha precaucion nl caso mapa virtual situa coronavirus muestra pais casos ahora sospechosos quiere decir hablen sinceridad digan pasa encubran descuido medidas prevencion ","Neutral"
"815"," resultados virus falsos","Neutral"
"816"," ciustedadania cansada dijan verdad hostiga ustedes ridiculeces ponerse discutir pais pais razon","Neutral"
"817"," significa","Neutral"
"818"," fila laboratorio ido luz","Neutral"
"819","si falso entonces digan si virus llego reactivo resultado minutos digan paso","Neutral"
"820","entonces digan verdad coronavirus ecuador enganen digan verdad","Neutral"
"821","entonces digan verdad usted s dejense ridiculas excusas","Neutral"
"822"," ","Neutral"
"823"," decir vivo paciente coronavirus noticia creerles","Neutral"
"824","tal vez informacion falsa unicos desinforman ustedes","Neutral"
"825","q misma proteger familia","Neutral"
"826","si muerto chino doctora atendiendole emergencia mentirosos decian hagan periodistas murieron colombia lentos","Neutral"
"827","ministerio salusted ecuador favor evitar tipo noticias deberian dar conocer resultados paciente chino decir dan motivos gente haga informaciones resto","Enfado"
"828","ministerio salusted misterio salud","Neutral"
"829"," entrevista ministra salusted hoy tv deja claro tarea ineptos verguenza miedo gente cargo delicado salusted","Neutral"
"830","si ustedes hicieran trabajo informaran oportunamente pasaria semana siguen haciendose tontos","Neutral"
"831"," resultado pa ","Neutral"
"832","queremos resultados pasaron h","Neutral"
"833","senores ministerio esperando muera ciustedadano chino decir recien si tenia coronavirus si infectado digan punto tomen precauciones evitar virus pais juego vida miles ecuatorianos","Neutral"
"834"," horas resultados laboratorio nadie confia elministerio salud publica ministros poer cuantico ","Neutral"
"835"," da verguenza ciustedadania confie grupos paginas cualquiera unas oficiales","Neutral"
"836"," quieren haiga falsa inforcuon si ustdes informa caules protocolo tomaron enviaron pruebas supuesto caso coranavirus tanta desiformacion parte minsiterio salusted","Neutral"
"837"," unico cierto ustedes dan pta informacion","Enfado"
"838"," empiezan campanas centro salusted tv prensa algun medio ruleta si virus existe puede pasar cualquier momento cualquier infectado esperan msp","Neutral"
"839"," alertar acaso ven seriedad tema digan si pais tomen precauciones digan va armar lio protestas concientes si avisan personas tendoctoran mucha precaucion nl caso mapa virtual situa coronavirus muestra pais casos ahora sospechosos quiere decir hablen sinceridad digan pasa encubran descuido medidas prevencion ","Neutral"
"840"," resultados virus falsos","Neutral"
"841"," ciustedadania cansada dijan verdad hostiga ustedes ridiculeces ponerse discutir pais pais razon","Neutral"
"842"," significa","Neutral"
"843"," fila laboratorio ido luz","Neutral"
"844","si falso entonces digan si virus llego reactivo resultado minutos digan paso","Neutral"
"845","entonces digan verdad coronavirus ecuador enganen digan verdad","Neutral"
"846","entonces digan verdad usted s dejense ridiculas excusas","Neutral"
"847"," ","Neutral"
"848"," decir vivo paciente coronavirus noticia creerles","Neutral"
"849","tal vez informacion falsa unicos desinforman ustedes","Neutral"
"850","q misma proteger familia","Neutral"
"851","si muerto chino doctora atendiendole emergencia mentirosos decian hagan periodistas murieron colombia lentos","Neutral"
"852","ministerio salusted ecuador favor evitar tipo noticias deberian dar conocer resultados paciente chino decir dan motivos gente haga informaciones resto","Enfado"
"853","ministerio salusted misterio salud","Neutral"
"854"," entrevista ministra salusted hoy tv deja claro tarea ineptos verguenza miedo gente cargo delicado salusted","Neutral"
"855","si ustedes hicieran trabajo informaran oportunamente pasaria semana siguen haciendose tontos","Neutral"
"856"," resultado pa ","Neutral"
"857","queremos resultados pasaron h","Neutral"
"858","senores ministerio esperando muera ciustedadano chino decir recien si tenia coronavirus si infectado digan punto tomen precauciones evitar virus pais juego vida miles ecuatorianos","Neutral"
"859"," horas resultados laboratorio nadie confia elministerio salud publica ministros poer cuantico ","Neutral"
"860"," da verguenza ciustedadania confie grupos paginas cualquiera unas oficiales","Neutral"
"861"," quieren haiga falsa inforcuon si ustdes informa caules protocolo tomaron enviaron pruebas supuesto caso coranavirus tanta desiformacion parte minsiterio salusted","Neutral"
"862"," unico cierto ustedes dan pta informacion","Enfado"
"863"," empiezan campanas centro salusted tv prensa algun medio ruleta si virus existe puede pasar cualquier momento cualquier infectado esperan msp","Neutral"
"864"," alertar acaso ven seriedad tema digan si pais tomen precauciones digan va armar lio protestas concientes si avisan personas tendoctoran mucha precaucion nl caso mapa virtual situa coronavirus muestra pais casos ahora sospechosos quiere decir hablen sinceridad digan pasa encubran descuido medidas prevencion ","Neutral"
"865"," resultados virus falsos","Neutral"
"866"," ciustedadania cansada dijan verdad hostiga ustedes ridiculeces ponerse discutir pais pais razon","Neutral"
"867"," significa","Neutral"
"868"," fila laboratorio ido luz","Neutral"
"869","si falso entonces digan si virus llego reactivo resultado minutos digan paso","Neutral"
"870","entonces digan verdad coronavirus ecuador enganen digan verdad","Neutral"
"871","entonces digan verdad usted s dejense ridiculas excusas","Neutral"
"872"," ","Neutral"
"873"," decir vivo paciente coronavirus noticia creerles","Neutral"
"874","tal vez informacion falsa unicos desinforman ustedes","Neutral"
"875","q misma proteger familia","Neutral"
"876","si muerto chino doctora atendiendole emergencia mentirosos decian hagan periodistas murieron colombia lentos","Neutral"
"877","ministerio salusted ecuador favor evitar tipo noticias deberian dar conocer resultados paciente chino decir dan motivos gente haga informaciones resto","Enfado"
"878","ministerio salusted misterio salud","Neutral"
"879"," entrevista ministra salusted hoy tv deja claro tarea ineptos verguenza miedo gente cargo delicado salusted","Neutral"
"880","si ustedes hicieran trabajo informaran oportunamente pasaria semana siguen haciendose tontos","Neutral"
"881"," resultado pa ","Neutral"
"882","queremos resultados pasaron h","Neutral"
"883","senores ministerio esperando muera ciustedadano chino decir recien si tenia coronavirus si infectado digan punto tomen precauciones evitar virus pais juego vida miles ecuatorianos","Neutral"
"884"," horas resultados laboratorio nadie confia elministerio salud publica ministros poer cuantico ","Neutral"
"885"," da verguenza ciustedadania confie grupos paginas cualquiera unas oficiales","Neutral"
"886"," quieren haiga falsa inforcuon si ustdes informa caules protocolo tomaron enviaron pruebas supuesto caso coranavirus tanta desiformacion parte minsiterio salusted","Neutral"
"887"," unico cierto ustedes dan pta informacion","Enfado"
"888"," empiezan campanas centro salusted tv prensa algun medio ruleta si virus existe puede pasar cualquier momento cualquier infectado esperan msp","Neutral"
"889"," alertar acaso ven seriedad tema digan si pais tomen precauciones digan va armar lio protestas concientes si avisan personas tendoctoran mucha precaucion nl caso mapa virtual situa coronavirus muestra pais casos ahora sospechosos quiere decir hablen sinceridad digan pasa encubran descuido medidas prevencion ","Neutral"
"890"," resultados virus falsos","Neutral"
"891"," ciustedadania cansada dijan verdad hostiga ustedes ridiculeces ponerse discutir pais pais razon","Neutral"
"892"," significa","Neutral"
"893"," fila laboratorio ido luz","Neutral"
"894","si falso entonces digan si virus llego reactivo resultado minutos digan paso","Neutral"
"895","entonces digan verdad coronavirus ecuador enganen digan verdad","Neutral"
"896","entonces digan verdad usted s dejense ridiculas excusas","Neutral"
"897"," ","Neutral"
"898"," decir vivo paciente coronavirus noticia creerles","Neutral"
"899","tal vez informacion falsa unicos desinforman ustedes","Neutral"
"900","q misma proteger familia","Neutral"
"901","si muerto chino doctora atendiendole emergencia mentirosos decian hagan periodistas murieron colombia lentos","Neutral"
"902","ministerio salusted ecuador favor evitar tipo noticias deberian dar conocer resultados paciente chino decir dan motivos gente haga informaciones resto","Enfado"
"903","ministerio salusted misterio salud","Neutral"
"904"," entrevista ministra salusted hoy tv deja claro tarea ineptos verguenza miedo gente cargo delicado salusted","Neutral"
"905","si ustedes hicieran trabajo informaran oportunamente pasaria semana siguen haciendose tontos","Neutral"
"906"," resultado pa ","Neutral"
"907","queremos resultados pasaron h","Neutral"
"908","senores ministerio esperando muera ciustedadano chino decir recien si tenia coronavirus si infectado digan punto tomen precauciones evitar virus pais juego vida miles ecuatorianos","Neutral"
"909"," horas resultados laboratorio nadie confia elministerio salud publica ministros poer cuantico ","Neutral"
"910"," da verguenza ciustedadania confie grupos paginas cualquiera unas oficiales","Neutral"
"911"," quieren haiga falsa inforcuon si ustdes informa caules protocolo tomaron enviaron pruebas supuesto caso coranavirus tanta desiformacion parte minsiterio salusted","Neutral"
"912"," unico cierto ustedes dan pta informacion","Enfado"
"913"," empiezan campanas centro salusted tv prensa algun medio ruleta si virus existe puede pasar cualquier momento cualquier infectado esperan msp","Neutral"
"914"," alertar acaso ven seriedad tema digan si pais tomen precauciones digan va armar lio protestas concientes si avisan personas tendoctoran mucha precaucion nl caso mapa virtual situa coronavirus muestra pais casos ahora sospechosos quiere decir hablen sinceridad digan pasa encubran descuido medidas prevencion ","Neutral"
"915"," resultados virus falsos","Neutral"
"916"," ciustedadania cansada dijan verdad hostiga ustedes ridiculeces ponerse discutir pais pais razon","Neutral"
"917"," significa","Neutral"
"918"," fila laboratorio ido luz","Neutral"
"919","si falso entonces digan si virus llego reactivo resultado minutos digan paso","Neutral"
"920","entonces digan verdad coronavirus ecuador enganen digan verdad","Neutral"
"921","entonces digan verdad usted s dejense ridiculas excusas","Neutral"
"922"," ","Neutral"
"923"," decir vivo paciente coronavirus noticia creerles","Neutral"
"924","tal vez informacion falsa unicos desinforman ustedes","Neutral"
"925","q misma proteger familia","Neutral"
"926","si muerto chino doctora atendiendole emergencia mentirosos decian hagan periodistas murieron colombia lentos","Neutral"
"927","ministerio salusted ecuador favor evitar tipo noticias deberian dar conocer resultados paciente chino decir dan motivos gente haga informaciones resto","Enfado"
"928","ministerio salusted misterio salud","Neutral"
"929"," entrevista ministra salusted hoy tv deja claro tarea ineptos verguenza miedo gente cargo delicado salusted","Neutral"
"930","si ustedes hicieran trabajo informaran oportunamente pasaria semana siguen haciendose tontos","Neutral"
"931"," resultado pa ","Neutral"
"932","queremos resultados pasaron h","Neutral"
"933","senores ministerio esperando muera ciustedadano chino decir recien si tenia coronavirus si infectado digan punto tomen precauciones evitar virus pais juego vida miles ecuatorianos","Neutral"
"934"," horas resultados laboratorio nadie confia elministerio salud publica ministros poer cuantico ","Neutral"
"935"," da verguenza ciustedadania confie grupos paginas cualquiera unas oficiales","Neutral"
"936"," quieren haiga falsa inforcuon si ustdes informa caules protocolo tomaron enviaron pruebas supuesto caso coranavirus tanta desiformacion parte minsiterio salusted","Neutral"
"937"," unico cierto ustedes dan pta informacion","Enfado"
"938"," empiezan campanas centro salusted tv prensa algun medio ruleta si virus existe puede pasar cualquier momento cualquier infectado esperan msp","Neutral"
"939"," alertar acaso ven seriedad tema digan si pais tomen precauciones digan va armar lio protestas concientes si avisan personas tendoctoran mucha precaucion nl caso mapa virtual situa coronavirus muestra pais casos ahora sospechosos quiere decir hablen sinceridad digan pasa encubran descuido medidas prevencion ","Neutral"
"940"," resultados virus falsos","Neutral"
"941"," ciustedadania cansada dijan verdad hostiga ustedes ridiculeces ponerse discutir pais pais razon","Neutral"
"942"," significa","Neutral"
"943"," fila laboratorio ido luz","Neutral"
"944","si falso entonces digan si virus llego reactivo resultado minutos digan paso","Neutral"
"945","entonces digan verdad coronavirus ecuador enganen digan verdad","Neutral"
"946","entonces digan verdad usted s dejense ridiculas excusas","Neutral"
"947"," ","Neutral"
"948"," decir vivo paciente coronavirus noticia creerles","Neutral"
"949","tal vez informacion falsa unicos desinforman ustedes","Neutral"
"950","q misma proteger familia","Neutral"
"951","si muerto chino doctora atendiendole emergencia mentirosos decian hagan periodistas murieron colombia lentos","Neutral"
"952","ministerio salusted ecuador favor evitar tipo noticias deberian dar conocer resultados paciente chino decir dan motivos gente haga informaciones resto","Enfado"
"953","ministerio salusted misterio salud","Neutral"
"954"," entrevista ministra salusted hoy tv deja claro tarea ineptos verguenza miedo gente cargo delicado salusted","Neutral"
"955","si ustedes hicieran trabajo informaran oportunamente pasaria semana siguen haciendose tontos","Neutral"
"956"," resultado pa ","Neutral"
"957","queremos resultados pasaron h","Neutral"
"958","senores ministerio esperando muera ciustedadano chino decir recien si tenia coronavirus si infectado digan punto tomen precauciones evitar virus pais juego vida miles ecuatorianos","Neutral"
"959"," horas resultados laboratorio nadie confia elministerio salud publica ministros poer cuantico ","Neutral"
"960"," da verguenza ciustedadania confie grupos paginas cualquiera unas oficiales","Neutral"
"961"," quieren haiga falsa inforcuon si ustdes informa caules protocolo tomaron enviaron pruebas supuesto caso coranavirus tanta desiformacion parte minsiterio salusted","Neutral"
"962"," unico cierto ustedes dan pta informacion","Enfado"
"963"," empiezan campanas centro salusted tv prensa algun medio ruleta si virus existe puede pasar cualquier momento cualquier infectado esperan msp","Neutral"
"964"," alertar acaso ven seriedad tema digan si pais tomen precauciones digan va armar lio protestas concientes si avisan personas tendoctoran mucha precaucion nl caso mapa virtual situa coronavirus muestra pais casos ahora sospechosos quiere decir hablen sinceridad digan pasa encubran descuido medidas prevencion ","Neutral"
"965"," resultados virus falsos","Neutral"
"966"," ciustedadania cansada dijan verdad hostiga ustedes ridiculeces ponerse discutir pais pais razon","Neutral"
"967"," significa","Neutral"
"968"," fila laboratorio ido luz","Neutral"
"969","si falso entonces digan si virus llego reactivo resultado minutos digan paso","Neutral"
"970","entonces digan verdad coronavirus ecuador enganen digan verdad","Neutral"
"971","entonces digan verdad usted s dejense ridiculas excusas","Neutral"
"972"," ","Neutral"
"973"," decir vivo paciente coronavirus noticia creerles","Neutral"
"974","tal vez informacion falsa unicos desinforman ustedes","Neutral"
"975","q misma proteger familia","Neutral"
"976","si muerto chino doctora atendiendole emergencia mentirosos decian hagan periodistas murieron colombia lentos","Neutral"
"977","ministerio salusted ecuador favor evitar tipo noticias deberian dar conocer resultados paciente chino decir dan motivos gente haga informaciones resto","Enfado"
"978","ministerio salusted misterio salud","Neutral"
"979"," entrevista ministra salusted hoy tv deja claro tarea ineptos verguenza miedo gente cargo delicado salusted","Neutral"
"980","si ustedes hicieran trabajo informaran oportunamente pasaria semana siguen haciendose tontos","Neutral"
"981"," resultado pa ","Neutral"
"982","queremos resultados pasaron h","Neutral"
"983","senores ministerio esperando muera ciustedadano chino decir recien si tenia coronavirus si infectado digan punto tomen precauciones evitar virus pais juego vida miles ecuatorianos","Neutral"
"984"," horas resultados laboratorio nadie confia elministerio salud publica ministros poer cuantico ","Neutral"
"985"," da verguenza ciustedadania confie grupos paginas cualquiera unas oficiales","Neutral"
"986"," quieren haiga falsa inforcuon si ustdes informa caules protocolo tomaron enviaron pruebas supuesto caso coranavirus tanta desiformacion parte minsiterio salusted","Neutral"
"987"," unico cierto ustedes dan pta informacion","Enfado"
"988"," empiezan campanas centro salusted tv prensa algun medio ruleta si virus existe puede pasar cualquier momento cualquier infectado esperan msp","Neutral"
"989"," alertar acaso ven seriedad tema digan si pais tomen precauciones digan va armar lio protestas concientes si avisan personas tendoctoran mucha precaucion nl caso mapa virtual situa coronavirus muestra pais casos ahora sospechosos quiere decir hablen sinceridad digan pasa encubran descuido medidas prevencion ","Neutral"
"990"," resultados virus falsos","Neutral"
"991"," ciustedadania cansada dijan verdad hostiga ustedes ridiculeces ponerse discutir pais pais razon","Neutral"
"992"," significa","Neutral"
"993"," fila laboratorio ido luz","Neutral"
"994","si falso entonces digan si virus llego reactivo resultado minutos digan paso","Neutral"
"995","entonces digan verdad coronavirus ecuador enganen digan verdad","Neutral"
"996","entonces digan verdad usted s dejense ridiculas excusas","Neutral"
"997"," ","Neutral"
"998"," decir vivo paciente coronavirus noticia creerles","Neutral"
"999","tal vez informacion falsa unicos desinforman ustedes","Neutral"
"1000","q misma proteger familia","Neutral"
"1001","deberian dar tiempo laborar abril casos suben vez quieren abril salgan laborar den tiempo si siguen va contagiado miles dias","Tristeza"
"1002","sentimientos impotencia indignacion coraje mienten pueblo pueblo muere tanta indolenciase salio manos quieren reconocerloacaso quieren sacar tajadas evidentemente hecho ahora mientan ocultar informacion muertes pruebas hacernos creer cosa mejorando llevara caospor favor responsables","Alegria"
"1003","pacientes manabi colapsado sitema salusted gerente iess manta entrevista dijo hep capacidad recibir pctes verdi adecuando espacios porq pacientes espera","Neutral"
"1004"," cuarentena hizo ningenieroun efecto","Neutral"
"1005"," desgracia albergues guayaquil veremos unas semanas mientras gente muriendo fueraleninfuera quedo grande pais","Neutral"
"1006"," si ustedes contando casos recuperados principal senora mayor anos recuperada recuperado cuenca cynthia viteri dijo curada dieron alta ayer dan total personas aparentemente recuperandas","Enfado"
"1007"," conocidos fallecido causa ineptitusted ustedes nunca contestan si contestan dicen pruebas disponibles automaticamente aislan ningenieroun control paracetamol fallecen dios piedad todiiitos ustedes senores ministros alcaldes especial presidente republica","Neutral"
"1008"," favorrr clara ficha imposible leer casos provincia","Neutral"
"1009","ahora dicen alta hospitalaria envian morir casa","Neutral"
"1010","ahi consta casos nunca llegaron hacerse prueba coronavirus fallecieron","Neutral"
"1011","personas fallecidas dicen corona virus osea extrana coincidencia malisima suerte ustedes esten muriendo nunca habia pasado ooooo vaya coincidencia sigan viviendo pais maravillas mentirosos","Neutral"
"1012"," menos transparentando cifras","Neutral"
"1013"," bueno gente creo anda confiada calles si pasando vieron casos subiendo quedateencasa parece juego","Neutral"
"1014"," perdieron toda credibilidad emergencia sanitaria dejan mentir","Neutral"
"1015"," puesto cuantas personas pronostico reservado deberian dar informe detallado","Tristeza"
"1016","nombre recuperados procedentes provincia tiempo estancia hospitalaria edades","Neutral"
"1017"," fallecidos todas cifras reales","Neutral"
"1018"," verdad dificilquesea gracias","Neutral"
"1019"," cifras semana pasada tungurahua semana atras salio alcalde pelileo confirmar paciente recien registra","Neutral"
"1020","terminamos invicto provincia napo pasar dias confirmado triste realidad","Neutral"
"1021"," guayas hai laborat particular prueba","Neutral"
"1022"," curva aplana ","Neutral"
"1023"," cadaveres aparecen hospitales digo pasado familiar","Neutral"
"1024"," cosa dada alta otroa cosa recuperados segun dijo ministro salusted dados alta osea seguimos personas recuperados dados lata casos sospechosos","Neutral"
"1025","deberian dar tiempo laborar abril casos suben vez quieren abril salgan laborar den tiempo si siguen va contagiado miles dias","Tristeza"
"1026","sentimientos impotencia indignacion coraje mienten pueblo pueblo muere tanta indolenciase salio manos quieren reconocerloacaso quieren sacar tajadas evidentemente hecho ahora mientan ocultar informacion muertes pruebas hacernos creer cosa mejorando llevara caospor favor responsables","Alegria"
"1027","pacientes manabi colapsado sitema salusted gerente iess manta entrevista dijo hep capacidad recibir pctes verdi adecuando espacios porq pacientes espera","Neutral"
"1028"," cuarentena hizo ningenieroun efecto","Neutral"
"1029"," desgracia albergues guayaquil veremos unas semanas mientras gente muriendo fueraleninfuera quedo grande pais","Neutral"
"1030"," si ustedes contando casos recuperados principal senora mayor anos recuperada recuperado cuenca cynthia viteri dijo curada dieron alta ayer dan total personas aparentemente recuperandas","Enfado"
"1031"," conocidos fallecido causa ineptitusted ustedes nunca contestan si contestan dicen pruebas disponibles automaticamente aislan ningenieroun control paracetamol fallecen dios piedad todiiitos ustedes senores ministros alcaldes especial presidente republica","Neutral"
"1032"," favorrr clara ficha imposible leer casos provincia","Neutral"
"1033","ahora dicen alta hospitalaria envian morir casa","Neutral"
"1034","ahi consta casos nunca llegaron hacerse prueba coronavirus fallecieron","Neutral"
"1035","personas fallecidas dicen corona virus osea extrana coincidencia malisima suerte ustedes esten muriendo nunca habia pasado ooooo vaya coincidencia sigan viviendo pais maravillas mentirosos","Neutral"
"1036"," menos transparentando cifras","Neutral"
"1037"," bueno gente creo anda confiada calles si pasando vieron casos subiendo quedateencasa parece juego","Neutral"
"1038"," perdieron toda credibilidad emergencia sanitaria dejan mentir","Neutral"
"1039"," puesto cuantas personas pronostico reservado deberian dar informe detallado","Tristeza"
"1040","nombre recuperados procedentes provincia tiempo estancia hospitalaria edades","Neutral"
"1041"," fallecidos todas cifras reales","Neutral"
"1042"," verdad dificilquesea gracias","Neutral"
"1043"," cifras semana pasada tungurahua semana atras salio alcalde pelileo confirmar paciente recien registra","Neutral"
"1044","terminamos invicto provincia napo pasar dias confirmado triste realidad","Neutral"
"1045"," guayas hai laborat particular prueba","Neutral"
"1046"," curva aplana ","Neutral"
"1047"," cadaveres aparecen hospitales digo pasado familiar","Neutral"
"1048"," cosa dada alta otroa cosa recuperados segun dijo ministro salusted dados alta osea seguimos personas recuperados dados lata casos sospechosos","Neutral"
"1049","deberian dar tiempo laborar abril casos suben vez quieren abril salgan laborar den tiempo si siguen va contagiado miles dias","Tristeza"
"1050","sentimientos impotencia indignacion coraje mienten pueblo pueblo muere tanta indolenciase salio manos quieren reconocerloacaso quieren sacar tajadas evidentemente hecho ahora mientan ocultar informacion muertes pruebas hacernos creer cosa mejorando llevara caospor favor responsables","Alegria"
"1051","pacientes manabi colapsado sitema salusted gerente iess manta entrevista dijo hep capacidad recibir pctes verdi adecuando espacios porq pacientes espera","Neutral"
"1052"," cuarentena hizo ningenieroun efecto","Neutral"
"1053"," desgracia albergues guayaquil veremos unas semanas mientras gente muriendo fueraleninfuera quedo grande pais","Neutral"
"1054"," si ustedes contando casos recuperados principal senora mayor anos recuperada recuperado cuenca cynthia viteri dijo curada dieron alta ayer dan total personas aparentemente recuperandas","Enfado"
"1055"," conocidos fallecido causa ineptitusted ustedes nunca contestan si contestan dicen pruebas disponibles automaticamente aislan ningenieroun control paracetamol fallecen dios piedad todiiitos ustedes senores ministros alcaldes especial presidente republica","Neutral"
"1056"," favorrr clara ficha imposible leer casos provincia","Neutral"
"1057","ahora dicen alta hospitalaria envian morir casa","Neutral"
"1058","ahi consta casos nunca llegaron hacerse prueba coronavirus fallecieron","Neutral"
"1059","personas fallecidas dicen corona virus osea extrana coincidencia malisima suerte ustedes esten muriendo nunca habia pasado ooooo vaya coincidencia sigan viviendo pais maravillas mentirosos","Neutral"
"1060"," menos transparentando cifras","Neutral"
"1061"," bueno gente creo anda confiada calles si pasando vieron casos subiendo quedateencasa parece juego","Neutral"
"1062"," perdieron toda credibilidad emergencia sanitaria dejan mentir","Neutral"
"1063"," puesto cuantas personas pronostico reservado deberian dar informe detallado","Tristeza"
"1064","nombre recuperados procedentes provincia tiempo estancia hospitalaria edades","Neutral"
"1065"," fallecidos todas cifras reales","Neutral"
"1066"," verdad dificilquesea gracias","Neutral"
"1067"," cifras semana pasada tungurahua semana atras salio alcalde pelileo confirmar paciente recien registra","Neutral"
"1068","terminamos invicto provincia napo pasar dias confirmado triste realidad","Neutral"
"1069"," guayas hai laborat particular prueba","Neutral"
"1070"," curva aplana ","Neutral"
"1071"," cadaveres aparecen hospitales digo pasado familiar","Neutral"
"1072"," cosa dada alta otroa cosa recuperados segun dijo ministro salusted dados alta osea seguimos personas recuperados dados lata casos sospechosos","Neutral"
"1073","deberian dar tiempo laborar abril casos suben vez quieren abril salgan laborar den tiempo si siguen va contagiado miles dias","Tristeza"
"1074","sentimientos impotencia indignacion coraje mienten pueblo pueblo muere tanta indolenciase salio manos quieren reconocerloacaso quieren sacar tajadas evidentemente hecho ahora mientan ocultar informacion muertes pruebas hacernos creer cosa mejorando llevara caospor favor responsables","Alegria"
"1075","pacientes manabi colapsado sitema salusted gerente iess manta entrevista dijo hep capacidad recibir pctes verdi adecuando espacios porq pacientes espera","Neutral"
"1076"," cuarentena hizo ningenieroun efecto","Neutral"
"1077"," desgracia albergues guayaquil veremos unas semanas mientras gente muriendo fueraleninfuera quedo grande pais","Neutral"
"1078"," si ustedes contando casos recuperados principal senora mayor anos recuperada recuperado cuenca cynthia viteri dijo curada dieron alta ayer dan total personas aparentemente recuperandas","Enfado"
"1079"," conocidos fallecido causa ineptitusted ustedes nunca contestan si contestan dicen pruebas disponibles automaticamente aislan ningenieroun control paracetamol fallecen dios piedad todiiitos ustedes senores ministros alcaldes especial presidente republica","Neutral"
"1080"," favorrr clara ficha imposible leer casos provincia","Neutral"
"1081","ahora dicen alta hospitalaria envian morir casa","Neutral"
"1082","ahi consta casos nunca llegaron hacerse prueba coronavirus fallecieron","Neutral"
"1083","personas fallecidas dicen corona virus osea extrana coincidencia malisima suerte ustedes esten muriendo nunca habia pasado ooooo vaya coincidencia sigan viviendo pais maravillas mentirosos","Neutral"
"1084"," menos transparentando cifras","Neutral"
"1085"," bueno gente creo anda confiada calles si pasando vieron casos subiendo quedateencasa parece juego","Neutral"
"1086"," perdieron toda credibilidad emergencia sanitaria dejan mentir","Neutral"
"1087"," puesto cuantas personas pronostico reservado deberian dar informe detallado","Tristeza"
"1088","nombre recuperados procedentes provincia tiempo estancia hospitalaria edades","Neutral"
"1089"," fallecidos todas cifras reales","Neutral"
"1090"," verdad dificilquesea gracias","Neutral"
